dataset	kind_bio2rdf	uri_bio2rdf	uri_sio	rel
kegg	op	http://bio2rdf.org/kegg_vocabulary:x-icd-9	http://semanticscience.org/resource/SIO_000628	<
kegg	op	http://bio2rdf.org/kegg_vocabulary:x-ncbigene	http://semanticscience.org/resource/SIO_000628	<
kegg	op	http://bio2rdf.org/kegg_vocabulary:x-nikkaji	http://semanticscience.org/resource/SIO_000628	<
kegg	op	http://bio2rdf.org/kegg_vocabulary:x-atc	http://semanticscience.org/resource/SIO_000628	<
kegg	op	http://bio2rdf.org/kegg_vocabulary:x-cas	http://semanticscience.org/resource/SIO_000628	<
mgi	op	http://bio2rdf.org/mgi_vocabulary:x-ensembl-transcript	http://semanticscience.org/resource/SIO_000628	<
mgi	op	http://bio2rdf.org/mgi_vocabulary:x-refseq-protein	http://semanticscience.org/resource/SIO_000628	<
mgi	op	http://bio2rdf.org/mgi_vocabulary:x-vega-transcript	http://semanticscience.org/resource/SIO_000628	<
mgi	op	http://bio2rdf.org/mgi_vocabulary:x-uniprot	http://semanticscience.org/resource/SIO_000628	<
mgi	op	http://bio2rdf.org/mgi_vocabulary:x-refseq-transcript	http://semanticscience.org/resource/SIO_000628	<
mgi	op	http://bio2rdf.org/mgi_vocabulary:x-vega-protein	http://semanticscience.org/resource/SIO_000628	<
mgi	op	http://bio2rdf.org/mgi_vocabulary:x-pubmed	http://semanticscience.org/resource/SIO_000628	<
mgi	op	http://bio2rdf.org/mgi_vocabulary:x-ensembl-protein	http://semanticscience.org/resource/SIO_000628	<
mgi	op	http://bio2rdf.org/mgi_vocabulary:x-genbank	http://semanticscience.org/resource/SIO_000628	<
mgi	op	http://bio2rdf.org/mgi_vocabulary:x-trembl	http://semanticscience.org/resource/SIO_000628	<
ncbigene	op	http://bio2rdf.org/ncbigene_vocabulary:x-pubmed	http://semanticscience.org/resource/SIO_000628	<
ncbigene	op	http://bio2rdf.org/ncbigene_vocabulary:x-unigene	http://semanticscience.org/resource/SIO_000628	<
ncbigene	op	http://bio2rdf.org/ncbigene_vocabulary:x-ensembl.gene	http://semanticscience.org/resource/SIO_000628	<
ncbigene	op	http://bio2rdf.org/ncbigene_vocabulary:x-vega.gene	http://semanticscience.org/resource/SIO_000628	<
ncbigene	op	http://bio2rdf.org/ncbigene_vocabulary:x-ensembl.rna	http://semanticscience.org/resource/SIO_000628	<
ncbigene	op	http://bio2rdf.org/ncbigene_vocabulary:x-vega.protein	http://semanticscience.org/resource/SIO_000628	<
ncbigene	op	http://bio2rdf.org/ncbigene_vocabulary:x-unists	http://semanticscience.org/resource/SIO_000628	<
ncbigene	op	http://bio2rdf.org/ncbigene_vocabulary:x-ensembl.protein	http://semanticscience.org/resource/SIO_000628	<
ncbigene	op	http://bio2rdf.org/ncbigene_vocabulary:x-vega.rna	http://semanticscience.org/resource/SIO_000628	<
ncbigene	op	http://bio2rdf.org/ncbigene_vocabulary:x-taxonomy	http://semanticscience.org/resource/SIO_000628	<
omim	op	http://bio2rdf.org/omim_vocabulary:x-img	http://semanticscience.org/resource/SIO_000628	<
omim	op	http://bio2rdf.org/omim_vocabulary:x-ncbigene	http://semanticscience.org/resource/SIO_000628	<
omim	op	http://bio2rdf.org/omim_vocabulary:x-zfin	http://semanticscience.org/resource/SIO_000628	<
omim	op	http://bio2rdf.org/omim_vocabulary:x-icd9	http://semanticscience.org/resource/SIO_000628	<
omim	op	http://bio2rdf.org/omim_vocabulary:x-uniprot	http://semanticscience.org/resource/SIO_000628	<
omim	op	http://bio2rdf.org/omim_vocabulary:x-eom	http://semanticscience.org/resource/SIO_000628	<
omim	op	http://bio2rdf.org/omim_vocabulary:x-ordr	http://semanticscience.org/resource/SIO_000628	<
omim	op	http://bio2rdf.org/omim_vocabulary:x-icd10	http://semanticscience.org/resource/SIO_000628	<
omim	op	http://bio2rdf.org/omim_vocabulary:x-ensembl	http://semanticscience.org/resource/SIO_000628	<
omim	op	http://bio2rdf.org/omim_vocabulary:x-symbol	http://semanticscience.org/resource/SIO_000628	<
omim	op	http://bio2rdf.org/omim_vocabulary:x-omim	http://semanticscience.org/resource/SIO_000628	<
omim	op	http://bio2rdf.org/omim_vocabulary:x-hprd	http://semanticscience.org/resource/SIO_000628	<
omim	op	http://bio2rdf.org/omim_vocabulary:x-hp	http://semanticscience.org/resource/SIO_000628	<
omim	op	http://bio2rdf.org/omim_vocabulary:x-gi	http://semanticscience.org/resource/SIO_000628	<
omim	op	http://bio2rdf.org/omim_vocabulary:x-orphanet	http://semanticscience.org/resource/SIO_000628	<
omim	op	http://bio2rdf.org/omim_vocabulary:x-dbsnp	http://semanticscience.org/resource/SIO_000628	<
omim	op	http://bio2rdf.org/omim_vocabulary:x-umls	http://semanticscience.org/resource/SIO_000628	<
omim	op	http://bio2rdf.org/omim_vocabulary:x-snomed	http://semanticscience.org/resource/SIO_000628	<
omim	op	http://bio2rdf.org/omim_vocabulary:x-mgi	http://semanticscience.org/resource/SIO_000628	<
omim	op	http://bio2rdf.org/omim_vocabulary:x-do	http://semanticscience.org/resource/SIO_000628	<
omim	op	http://bio2rdf.org/omim_vocabulary:x-refseq	http://semanticscience.org/resource/SIO_000628	<
orphanet	op	http://bio2rdf.org/orphanet_vocabulary:x-omim	http://semanticscience.org/resource/SIO_000628	<
orphanet	op	http://bio2rdf.org/orphanet_vocabulary:x-snomedct	http://semanticscience.org/resource/SIO_000628	<
orphanet	op	http://bio2rdf.org/orphanet_vocabulary:x-obi	http://semanticscience.org/resource/SIO_000628	<
orphanet	op	http://bio2rdf.org/orphanet_vocabulary:x-icd10	http://semanticscience.org/resource/SIO_000628	<
orphanet	op	http://bio2rdf.org/orphanet_vocabulary:x-mesh	http://semanticscience.org/resource/SIO_000628	<
orphanet	op	http://bio2rdf.org/orphanet_vocabulary:x-hgnc	http://semanticscience.org/resource/SIO_000628	<
orphanet	op	http://bio2rdf.org/orphanet_vocabulary:x-genatlas	http://semanticscience.org/resource/SIO_000628	<
orphanet	op	http://bio2rdf.org/orphanet_vocabulary:x-uniprot	http://semanticscience.org/resource/SIO_000628	<
orphanet	op	http://bio2rdf.org/orphanet_vocabulary:x-meddra	http://semanticscience.org/resource/SIO_000628	<
orphanet	op	http://bio2rdf.org/orphanet_vocabulary:x-umls	http://semanticscience.org/resource/SIO_000628	<
orphanet	op	http://bio2rdf.org/orphanet_vocabulary:x-iuphar	http://semanticscience.org/resource/SIO_000628	<
orphanet	op	http://bio2rdf.org/orphanet_vocabulary:x-ensembl	http://semanticscience.org/resource/SIO_000628	<
orphanet	op	http://bio2rdf.org/orphanet_vocabulary:x-reactome	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-clinicaltrials	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-drugbank	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-alfred	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-atc	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-genatlas	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-ensembl	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-umls	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-ncbigene	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-iupharreceptor	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-ndfrt	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-refseq	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-meddra	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-dpd	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-pdb	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-ndc	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-kegg	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-chemspider	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-huge	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-pubchemcompound	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-go	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-humancyc	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-hgnc	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-modbase	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-het	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-genbank	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-bindingdb	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-ctd	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-mutdb	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-snomedct	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-genecards	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-ttd	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-uniprot	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-iupharligand	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-omim	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-chebi	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-pubchemsubstance	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-dailymed	http://semanticscience.org/resource/SIO_000628	<
pharmgkb	op	http://bio2rdf.org/pharmgkb_vocabulary:x-mesh	http://semanticscience.org/resource/SIO_000628	<
sgd	op	http://bio2rdf.org/sgd_vocabulary:x-refseq	http://semanticscience.org/resource/SIO_000628	<
sgd	op	http://bio2rdf.org/sgd_vocabulary:x-ec	http://semanticscience.org/resource/SIO_000628	<
sgd	op	http://bio2rdf.org/sgd_vocabulary:x-gi	http://semanticscience.org/resource/SIO_000628	<
sgd	op	http://bio2rdf.org/sgd_vocabulary:x-ncbigene	http://semanticscience.org/resource/SIO_000628	<
sider	op	http://bio2rdf.org/sider_vocabulary:x-spl	http://semanticscience.org/resource/SIO_000628	<
wormbase	op	http://bio2rdf.org/wormbase_vocabulary:x-go	http://semanticscience.org/resource/SIO_000628	<
wormbase	op	http://bio2rdf.org/wormbase_vocabulary:x-taxonomy	http://semanticscience.org/resource/SIO_000628	<
