_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,please_choose_one_of_the_reasons_below,which_category_does_this_term_belong_to,gs,please_choose_one_of_the_reasons_below_gold,term,values,which_category_does_this_term_belong_to_gold
1229988144,false,finalized,3,5/4/2017 11:29:29,"","time
time
time", time,,stimulation time  ,"4 days, 24h, 2h, 0h, 120 minutes",
1229988145,false,finalized,3,5/4/2017 11:30:02,"","time
time
time", time,,time (duration)  ,4 h,
1229988146,false,finalized,3,5/4/2017 11:30:14,"","time
time
time", time,,time after media shift  ,"4 hours, 1 hour",
1229988147,false,finalized,3,5/4/2017 11:37:25,"","time
time
time", age,,age time point ,"4 hours, 12 hours, 2 hours, 28 hours after nutrient removal, 14h timepoint",
1229988148,false,finalized,3,5/4/2017 11:23:25,"","time
time
time", time,,age time point  ,"4 hours, 12 hours, 2 hours, 28 hours after nutrient removal, 14h timepoint",
1229988149,false,finalized,3,5/4/2017 11:37:48,"","time
time
time", time,,incubation time  ,"4 hours, 280-288 degree days post fertilisation, 24, 8 hours, 2 hours",
1229988150,false,finalized,3,5/4/2017 11:34:14,"","time
time
time", time,,meiotic timepoint  ,"4 hours, 3 hours, 6 hours",
1229988151,false,finalized,3,5/4/2017 11:29:39,"","time
time
time", time,,treatement time  ,"4 hours, 40 hours, 10, 0, 40",
1229988152,false,finalized,3,5/4/2017 11:41:11,"","time
time
time", time,,infection time  ,"4 hours, 48h, 4h, 18h, 6hr",
1229988153,false,finalized,3,5/4/2017 11:31:51,"","time
time
time", time,,time after infection  ,"4 hours, 7 days, 10 days, 14 days, 21 days",
1229988154,false,finalized,3,5/4/2017 11:36:19,"","time
time
time", time,,time of euthanasia  ,"4 hr, 12 hr, 20 hr, 0 hr, 8 hr",
1229988155,false,finalized,3,5/4/2017 11:19:46,"","time
time
time", time,,stimulation time and condition  ,"4 hrs bcg stimulated, 4 hrs unstimulated, 12 hrs bcg stimulated, 12 hrs unstimulated",
1229988156,false,finalized,3,5/4/2017 11:30:12,"","time
time
time", age,,mouse model age ,4 weeks,
1229988157,false,finalized,3,5/4/2017 11:34:38,"","time
time
time", time,,time after exposure  ,"4 weeks, 1 hour, 12 weeks, 3 weeks, 6 weeks",
1229988158,false,finalized,3,5/4/2017 11:40:08,"","treatment
treatment
treatment", treatment,,vernalization treatment  ,"4_皇, short day (8 hours light/16 hours dark)",
1229988159,false,finalized,3,5/4/2017 11:40:00,"","time
time
time", time,,differentiation time days  ,"4, 0",
1229988160,false,finalized,3,5/4/2017 11:35:40,"","time
time
time", time,,time class  ,"4, 0, 24",
1229988161,false,finalized,3,5/4/2017 11:38:28,"","time
time
time", time,,time trial  ,"4, 1, 2, 3, 0",
1229988162,false,finalized,5,5/4/2017 11:42:47,"","time
tissue
tissue
tissue
tissue", tissue,,tissue/treatment id ,"4, 2, 3, 1, 7",
1229988163,false,finalized,3,5/4/2017 11:39:36,"","time
time
time", age,,taqman pool by age ,"4, 5, 2, 6, 3",
1229988164,false,finalized,3,5/4/2017 11:28:59,"","time
time
time", age,,age of epilepsy onset (yr) ,"4, 7, 13, 14, 2",
1229988165,false,finalized,3,5/4/2017 11:27:22,"","time
time
time", time,,time (wpi)  ,"4, 8, 2, 9, 10",
1229988166,false,finalized,6,5/4/2017 11:34:06,"","disease
time
time
time
time
time", disease,,disease duration (yrs)  ,"4, 9, 7, 1",
1229988167,false,finalized,3,5/4/2017 11:31:19,"","time
time
time", time,,survival time (year)  ,"4.5, 4.25, 4.58, 4.17, 4.33",
1229988168,false,finalized,3,5/4/2017 11:41:50,"","time
time
time", age,,age at infection ,"4.6, 11.5, 8.1, 5 weeks, 9.5",
1229988169,false,finalized,3,5/4/2017 11:34:53,"","genotype
genotype
genotype", genotype,,per3 genotype  ,"4\4, 5\5",
1229988170,false,finalized,3,5/4/2017 11:36:00,"","time
time
time", age,,age at tumor ,40 days,
1229988171,false,finalized,3,5/4/2017 11:23:46,"","time
time
time", age,,gestational age (weeks) ,"40, 39, 38, 41, 26",
1229988172,false,finalized,3,5/4/2017 11:40:27,"","time
time
time", age,,age diagnosis ,"405, 348, 188, 709, 231",
1229988173,false,finalized,3,5/4/2017 11:39:16,"","time
time
time", age,,age at disease onset ,"41, 35, 30, 37, 32",
1229988174,false,finalized,6,5/4/2017 11:43:39,"","time
time
disease
time
time
time", disease,,age at disease onset  ,"41, 35, 30, 37, 32",
1229988175,false,finalized,3,5/4/2017 11:37:31,"","time
time
time", age,,average age ,"41.42 _ｱ 9.72, 43.17 _ｱ 8.66, 64.7, 49, 29.7",
1229988176,false,finalized,3,5/4/2017 11:37:38,"","time
time
time", time,,time of gut bacteria  ,"42 days prior, 1 day prior, 2 days prior, 14 days prior, 35 days prior",
1229988177,false,finalized,3,5/4/2017 11:40:47,"","time
time
time", age,,age (postnatal day) ,"42, 3, 10, pnd 0 (<24 hrs), 0",
1229988178,false,finalized,3,5/4/2017 11:34:00,"","time
time
time", time,,time after feeding  ,42h,
1229988179,false,finalized,3,5/4/2017 11:37:48,"","time
time
time", age,,donor's age ,"43 years old, 53 years old, 56 years old, 16 years old, 6 years old",
1229988180,false,finalized,3,5/4/2017 11:41:14,"","time
time
time", age,,age_tx ,"43, 26, 41, 42, 55.2",
1229988181,false,finalized,3,5/4/2017 11:38:42,"","time
time
time", age,,age at sample (months) ,"43, 67, 19, 22, 37",
1229988182,false,finalized,3,5/4/2017 11:30:30,"","time
time
time", time,,time (post-injection)  ,"44 hours, 20 hours",
1229988183,false,finalized,7,5/4/2017 11:44:23,"nofit
info","time
dontknow
gendersex
dontknow
time
time
time", age,,agedx ,"44, 34",
1229988184,false,finalized,7,5/4/2017 11:41:19,"","cell_line
time
time
time
cell_line
time
time", age,,cell age ,"44, 50, 31, 34",
1229988185,false,finalized,3,5/4/2017 11:25:36,"","time
time
time", time,,4su labeling time  ,45 min,
1229988186,false,finalized,3,5/4/2017 11:37:45,"","time
time
time", time,,doubling time  ,"45.5, 39, 29.5, 23.8, 32.3",
1229988187,false,finalized,3,5/4/2017 11:39:42,"","time
time
time", age,,age_years ,"46, 51, 42, 47, 58",
1229988188,false,finalized,3,5/4/2017 11:39:27,"","cell_line
cell_line
cell_line", cell line,,cell line karyotype  ,"46,xx, 46,xy, 49,xxxxy, 47,xxx",
1229988189,false,finalized,3,5/4/2017 11:35:08,"","time
time
time", age,,age range ,"48-92 years old, 18-25 yr old, pediatric patient",
1229988190,false,finalized,3,5/4/2017 11:40:00,"","time
time
time", time,,developmental time point  ,"48, 15 days of age, 6 weeks of age, gestational day 15, 19 days of age",
1229988191,false,finalized,3,5/4/2017 11:40:51,"","time
time
time", age,,patient age (yrs) ,"48, 46, 56, 53, 50",
1229988192,false,finalized,7,5/4/2017 11:42:00,nofit,"time
time
dontknow
time
time
time
time", age,,age at blood sample collection ,"48, 49, 55, 47, 46",
1229988193,false,finalized,3,5/4/2017 11:29:25,"","time
time
time", time,,time_hr_post_hypoxia  ,"48, 6, 168, 1, 12",
1229988194,false,finalized,3,5/4/2017 11:40:08,"","time
time
time", time,,time_point  ,"48h, 24h, early, late, 16h",
1229988195,false,finalized,3,5/4/2017 11:36:52,"","time
time
time", time,,collection timepoint  ,"48hr, 10hr",
1229988196,false,finalized,3,5/4/2017 11:37:20,"","cell_line
cell_line
cell_line", cell line,,cell line passage  ,"49-50, 40, 7",
1229988197,false,finalized,3,5/4/2017 11:54:47,"","time
time
time", age,,age-at-biopsy-years ,"49, 39, 41",
1229988198,false,finalized,3,5/4/2017 11:28:03,"","time
time
time", age,,subject age ,"49, 9, na, 4, 52",
1229988199,false,finalized,6,5/4/2017 11:37:57,"","time
time
treatment
time
time
time", treatment,,time after h2o2 treatment  ,4h,
1229988200,false,finalized,5,5/4/2017 11:40:48,"","treatment
time
time
time
time", time,,time after h2o2 treatment  ,4h,
1229988201,false,finalized,3,5/4/2017 11:40:51,"","time
time
time", time,,sk-mel-103 time  ,"4h, 10h",
1229988202,false,finalized,3,5/4/2017 11:38:35,"","time
time
time", time,,il4 stimulation time  ,"4h, 18h, none",
1229988203,false,finalized,3,5/4/2017 11:38:28,"","time
time
time", time,,recovery time  ,"4h, 28 days, 28d, 16 weeks, 0 hours",
1229988204,false,finalized,3,5/4/2017 11:37:51,"","time
time
time", time,,reperfusion time  ,4hr,
1229988205,false,finalized,3,5/4/2017 11:32:47,"","time
time
time", age,,age of ipi (yr/mo) ,"4yr, 2yr, 13yr, 3yr",
1229988206,false,finalized,3,5/4/2017 11:40:33,"","time
time
time", age,,age at sampling ,"4yr, 6yr, 3yr, 8yr, 5yr",
1229988207,false,finalized,5,5/4/2017 11:39:14,"","time
time
treatment
time
time", time,,sample time after surgery  ,5 days,
1229988208,false,finalized,3,5/4/2017 11:41:17,"","time
time
time", time,,mnase digestion time  ,"5 min, 25 min",
1229988209,false,finalized,3,5/4/2017 11:37:20,"","treatment
treatment
treatment", treatment,,h2o2 treatment  ,5 mm,
1229988210,false,finalized,3,5/4/2017 11:29:39,"","treatment
treatment
treatment", treatment,,treatment dose  ,"5 ng/ml, 10 _ｵm, 10 u/ml, 3 um, 5 _ｵm",
1229988211,false,finalized,3,5/4/2017 11:44:26,"","time
time
time", age,,mutant age ,"5 week-old tissue48 hpi with pst dc3000(avrrpt2) leaves, 5 week-old tissueuninoculated leaves",
1229988212,false,finalized,3,5/4/2017 11:32:08,"","time
time
time", age,,wild-type (col-0) age ,"5 week-old tissueuninoculated leaves, 5 week-old tissue48 hpi with pst dc3000(avrrpt2) leaves",
1229988213,false,finalized,6,5/4/2017 11:40:48,"","time
time
gendersex
time
time
time", age,,in a diurnal environment. age ,5 weeks old,
1229988214,false,finalized,3,5/4/2017 11:32:51,"","time
time
time", age,,age (month) ,"5, 10, 3, 17, 2",
1229988215,false,finalized,5,5/4/2017 11:30:39,"","treatment
time
treatment
treatment
treatment", treatment,,treatment batch  ,"5, 2, 1, 3, 4",
1229988216,false,finalized,3,5/4/2017 12:03:19,"","time
time
time", age,,age at diagonosis (years) ,"5.2, 5.6, 15.7, 5.3, 6.4",
1229988217,false,finalized,3,5/4/2017 11:21:50,"","time
time
time", time,,time.to.death (years)  ,"5.36, 3.93",
1229988218,false,finalized,3,5/4/2017 11:27:06,"","time
time
time", time,,dmfs time  ,"5.58, 5.83, 4, na, 4.83",
1229988219,false,finalized,3,5/4/2017 11:26:55,"","treatment
treatment
treatment", treatment,,treatment concentration  ,"500nm, 10 mm, 0.3mm h2o2, --",
1229988220,false,finalized,7,5/4/2017 11:43:32,info,"time
time
dontknow
time
time
time
time", age,,median age ,"51, 33, 42, 30",
1229988221,false,finalized,3,5/4/2017 11:34:35,"","time
time
time", age,,age on study ,"51, 33, 59, 38, 22",
1229988222,false,finalized,7,5/4/2017 11:40:43,"","time
time
gendersex
time
time
treatment
time", age,,age at surgery (yrs) ,"51, 75, 78, 39, 40",
1229988223,false,finalized,3,5/4/2017 11:39:27,"","time
time
time", age,,donor age ,"52, 40, 53, 23, adult",
1229988224,false,finalized,3,5/4/2017 11:28:52,"","time
time
time", age,,recipient age ,"52, 50, 48, 43, 30",
1229988225,false,finalized,3,5/4/2017 11:31:17,"","time
time
time", age,,age at death ,"52, 87 years, 44, 57, 61",
1229988226,false,finalized,7,5/4/2017 11:46:45,"nofit
nofit","time
dontknow
time
time
dontknow
time
time", age,,age of patient ,"53, 45, 47 years, 34 years, 40 years",
1229988227,false,finalized,7,5/4/2017 11:53:19,"nofit
nofit","time
dontknow
time
time
dontknow
time
gendersex", age,,age in 1986 ,"54, 17, 22, 15, 24",
1229988228,false,finalized,3,5/4/2017 12:03:19,"","time
time
time", age,,age at 2nd diagnosis ,"54, 57, 49, 44, 42",
1229988229,false,finalized,7,5/4/2017 11:54:40,nofit,"dontknow
time
time
time
time
gendersex
time", age,,age(yrs.) ,"54, 76, 55, 81, 39",
1229988230,false,finalized,3,5/4/2017 11:36:25,"","treatment
treatment
treatment", treatment,,co2 treatment  ,"540 ppm co2, 1020 ppm co2,",
1229988231,false,finalized,3,5/4/2017 11:48:39,"","time
time
time", age,,gallus gallus  - age ,"55 week dev. stage (boyes et al. plant cell 2001), 55weekdev.stage (boyes et al",
1229988232,false,finalized,3,5/4/2017 11:38:35,"","time
time
time", age,,age at excision (years) ,"55, 52, 69, 56, 64",
1229988234,false,finalized,3,5/4/2017 11:41:11,"","time
time
time", age,,age(years) ,"55, 56, 58, na, 61",
1229988235,false,finalized,3,5/4/2017 11:58:57,"","strain
strain
strain", strain,,strains  ,"5500 yeast mutants, pcc 9802 and fgp-2, 200-800 zebrafish from ab*,ab2o2,ab2o2 golden and ab2o2 leo, bd11, bn, bd11, sprd-cu3",
1229988236,false,finalized,6,5/4/2017 11:42:01,"","time
time
cell_line
time
time
time", age,,age of human sera ,"56, 44, 54, 58, 63",
1229988237,false,finalized,3,5/4/2017 11:38:22,"","time
time
time", time,,survival time  ,"56, 726, 173, 302, 71",
1229988238,false,finalized,3,5/4/2017 11:31:10,"","time
time
time", age,,age at dx ,"57, 49, 61, 54, 73",
1229988239,false,finalized,3,5/4/2017 11:40:22,"","time
time
time", age,,age (at diagnosis) ,"58, 61, 65, 46, 50",
1229988240,false,finalized,3,5/4/2017 11:39:17,"","time
time
time", age,,mean age ,"58.5 years, 38.25yrs., 31.5 years old, 41.3, 29.68yrs",
1229988241,false,finalized,3,5/4/2017 11:35:42,"","time
time
time", age,,ageatrecruitment ,"59, 73, 63, 70, 58",
1229988242,false,finalized,3,5/4/2017 11:41:13,"","time
time
time", time,,bddm followup time (months)  ,"59.9917864, 60, 39.3264887, 38.8336756, 59.5975359",
1229988243,false,finalized,3,5/4/2017 11:40:14,"","time
time
time", time,,differentiation time  ,"6 days, 4 weeks, 0 days, 2 days, day 3.5",
1229988244,false,finalized,3,5/4/2017 11:32:57,"","time
time
time", time,,sulfur deprivation time  ,6 hours,
1229988245,false,finalized,3,5/4/2017 11:41:13,"","time
time
time", time,,time post injection  ,"6 hours post infection, 10 days post infection",
1229988246,false,finalized,7,5/4/2017 11:54:40,"","treatment
treatment
time
time
time
time
time", treatment,,period of salt treatment  ,"6 hours, 1 hour, 3 hours, 12 hours, 0 hour",
1229988247,false,finalized,7,5/4/2017 11:37:33,"","treatment
treatment
time
treatment
time
treatment
time", treatment,,treatment exposure  ,"6 hours, 1 hours",
1229988248,false,finalized,3,5/4/2017 11:31:51,"","time
time
time", time,,sacrifice time  ,"6 hours, 1344, 1300, 1326, 1629",
1229988249,false,finalized,3,5/4/2017 11:33:38,"","time
time
time", time,,growth time  ,"6 hours, 2 hours, 16 hour culture, three days, 4hr",
1229988250,false,finalized,3,5/4/2017 11:31:40,"","time
time
time", time,,time point [c]  ,"6 hours, 2 hours, 24 hours, 12 hours, 0 hours",
1229988251,false,finalized,3,5/4/2017 11:26:02,"","time
time
time", time,,time of progression  ,"6 wks, 7 wks, 9 wks, 13 wks, 12 wks",
1229988252,false,finalized,3,5/4/2017 11:40:46,"","time
time
time", time,,time(wpi)  ,"6 wpi, 2 wpi, 4 wpi, 8 wpi, 10 wpi",
1229988253,false,finalized,7,5/4/2017 13:25:03,"","time
time
treatment
time
treatment
time
treatment", age,,age at start of treatment ,"6-8 d, 2 d",
1229988254,false,finalized,3,5/4/2017 11:35:42,"","time
time
time", treatment,,age at start of treatment  ,"6-8 d, 2 d",
1229988255,false,finalized,3,5/4/2017 11:34:48,"","time
time
time", age,,age of plant ,6-leaf-old,
1229988256,false,finalized,3,5/4/2017 11:39:27,"","time
time
time", time,,time after induction[days]  ,"6, 0, 9, 12, 3",
1229988257,false,finalized,3,5/4/2017 11:31:20,"","time
time
time", time,,time-to-progession (months)  ,"6, 11, 8, 3, 10",
1229988258,false,finalized,3,5/4/2017 11:36:59,"","time
time
time", time,,time (hr)  ,"6, 48, 0, 30, 24",
1229988259,false,finalized,3,5/4/2017 11:37:48,"","tissue
tissue
tissue", tissue,,tissue ph ,"6.46, 6.43, 6.28, 6.38, 6.06",
1229988260,false,finalized,3,5/4/2017 11:29:24,"","time
time
time", time,,brain ph at time of freezing  ,"6.6, 6.76, 6.3, 6.93, 6.59",
1229988261,false,finalized,3,5/4/2017 11:35:47,"","time
time
time", age,,agedecade ,"60-69, n/a, 70-79, 68, 78",
1229988262,false,finalized,3,5/4/2017 11:26:59,"","time
time
time", age,,age at death (in years) ,"60, 53, 57, 62, 55",
1229988263,false,finalized,7,5/4/2017 11:58:45,nofit,"time
dontknow
time
time
time
time
time", age,,age (yr-old) ,"60, 65, 74, 58, 67",
1229988264,false,finalized,3,5/4/2017 11:19:46,"","time
time
time", age,,age of blood draw ,"60, 66, 71, 63, 75",
1229988265,false,finalized,3,5/4/2017 11:29:34,"","time
time
time", age,,age at time of resection ,"60y 5m, 34y 2m, 59y 7m, 31y 3m, 57y 11m",
1229988266,false,finalized,6,5/4/2017 11:41:03,"","time
gendersex
time
time
time
time", time,,age at time of resection  ,"60y 5m, 34y 2m, 59y 7m, 73y 4m, 31y 3m",
1229988267,false,finalized,3,5/4/2017 12:10:01,"","time
time
time", age,,patient age ,"61, 60, 57, 37, 54",
1229988268,false,finalized,5,5/4/2017 11:58:17,"","time
time
gendersex
time
time", age,,age at op ,"61, 64, 63, 65, 67",
1229988269,false,finalized,3,5/4/2017 11:21:06,"","time
time
time", age,,age(yrs) ,"62, 26.6, 30, 64, 72",
1229988270,false,finalized,3,5/4/2017 11:20:53,"","time
time
time", age,,age quit smoking ,"62, 40, 65, 56, 68",
1229988271,false,finalized,3,5/4/2017 11:29:34,"","time
time
time", age,,age@dx ,"62, 58, 44, 75, 65",
1229988272,false,finalized,3,5/4/2017 11:29:23,"","time
time
time", age,,ageatdiagnosis ,"63, 67, 59, 12, 52",
1229988273,false,finalized,3,5/4/2017 11:21:08,"","time
time
time", age,,age_diag ,"63, 78, 74, 66, 71",
1229988274,false,finalized,7,5/4/2017 11:48:44,examplesunclear,"time
dontknow
time
time
time
time
time", age,,ageofoperation ,"64, 54, 60, 27, 48",
1229988275,false,finalized,3,5/4/2017 11:37:38,"","time
time
time", age,,age of diagnosis ,"65, 57, 49, 59, 46",
1229988276,false,finalized,3,5/4/2017 11:31:17,"","time
time
time", age,,age [y] ,"65, 66, 61, 76, 70",
1229988277,false,finalized,3,5/4/2017 11:37:45,"","time
time
time", age,,age (yrs) at dasatinib start ,"65, 66, 63, 59, 39",
1229988278,false,finalized,3,5/4/2017 11:44:26,"","time
time
time", age,,age.at.surgery ,"65, 67, 69, 63, 70",
1229988279,false,finalized,5,5/4/2017 11:41:19,"","time
time
gendersex
time
time", age,,age at radiation ,"66, 57, 47, 65, 54",
1229988280,false,finalized,3,5/4/2017 11:36:10,"","time
time
time", age,,age_at_diagnosis ,"66, 58, 62, 73, 64",
1229988281,false,finalized,3,5/4/2017 11:25:42,"","time
time
time", age,,age at the time of surgery ,"67, 76, 71, 72, 63",
1229988282,false,finalized,7,5/4/2017 12:04:18,"nofit
nofit","time
time
dontknow
dontknow
time
gendersex
time", age,,age at time of surgery ,"67, 76, 71, 72, 63",
1229988283,false,finalized,3,5/4/2017 11:37:38,"","time
time
time", time,,age at time of surgery  ,"67, 76, 71, 72, 63",
1229988284,false,finalized,3,5/4/2017 11:41:17,"","time
time
time", age,,age.year ,"67.5, 75.3, 74.5, 71.3",
1229988285,false,finalized,3,5/4/2017 11:37:51,"","time
time
time", age,,ctl bone age ,"68 years  sexfemale, 72 years  sexfemale, 83 years  sexfemale, 71 years  sexmale",
1229988286,false,finalized,3,5/4/2017 11:36:30,"","time
time
time", age,,age at onset ,"68 years, 60 years, 48 years, 71 years, 62 years",
1229988287,false,finalized,3,5/4/2017 11:38:35,"","time
time
time", age,,age-at-examination ,"68, 47, 48, 54, 69",
1229988288,false,finalized,3,5/4/2017 11:33:38,"","time
time
time", age,,age at primary diagnosis ,"68, 54, 49, 58, 72",
1229988289,false,finalized,3,5/4/2017 11:41:14,"","time
time
time", age,,age at metastases ,"68, 61, 59, 76, 74",
1229988290,false,finalized,3,5/4/2017 11:35:42,"","time
time
time", age,,age at diagnosis ,"68, 61, 71, 73, 51",
1229988291,false,finalized,3,5/4/2017 11:32:54,"","time
time
time", age,,age (yrs) at rrp ,"68, 66, 67, 70, 71",
1229988292,false,finalized,3,5/4/2017 11:29:25,"","time
time
time", age,,age_at_prostatectomy_(years) ,"68, 67, 64, 58, 59",
1229988293,false,finalized,3,5/4/2017 11:30:04,"","time
time
time", age,,age at diagnosis (y) ,"68, 73, 64, 72, 82",
1229988294,false,finalized,3,5/4/2017 11:33:59,"","time
time
time", age,,age_enroll ,"68.4, 59.9, 69.9, 65.4, 66.3",
1229988295,false,finalized,3,5/4/2017 11:54:47,"","time
time
time", time,,culture doubling time  ,"69 hours, 4.6 hours",
1229988296,false,finalized,3,5/4/2017 11:40:51,"","cell_line
cell_line
cell_line", cell line,,cell line number  ,"69, 11, 64, 71, 12",
1229988297,false,finalized,3,5/4/2017 11:36:25,"","time
time
time", age,,age (yrs) ,"69, 66, na, 67, 51, 50",
1229988298,false,finalized,7,5/4/2017 11:52:06,info,"time
time
dontknow
time
time
time
tissue", age,,age (years at surgery) ,"69, 70, 56, 67, 59",
1229988299,false,finalized,3,5/4/2017 11:36:00,"","time
time
time", age,,age (days) ,"69, 70, 56, 9, 74",
1229988300,false,finalized,7,5/4/2017 11:31:41,info,"time
time
dontknow
time
time
time
time", time,,time submerged  ,"6d, 1d",
1229988301,false,finalized,3,5/4/2017 11:34:14,"","treatment
treatment
treatment", treatment,,post-dac treatment  ,"6h etoh treatment, 6h e2 treatment",
1229988302,false,finalized,3,5/4/2017 11:29:39,"","time
time
time", treatment,,treatment time  ,"6hr, 2hr, 0hr, 24h, 14 days",
1229988303,false,finalized,3,5/4/2017 11:37:45,"","time
time
time", time,,treatment time  ,"6hr, 2hr, 0hr, 24h, 14 days",
1229988304,false,finalized,3,5/4/2017 11:42:34,"","time
time
time", time,,time (doxorubicin)  ,"6hrs, 1hrs, 9hrs, 0hrs, 3hrs",
1229988305,false,finalized,3,5/4/2017 11:28:52,"","time
time
time", time,,time in entraining conditions  ,7 d,
1229988306,false,finalized,3,5/4/2017 11:39:42,"","time
time
time", time,,time of biopsy  ,"7 days after the putative luteinizing hormone surge, biopsy at baseline, 6 days after the putative luteinizing hormone surge, biopsy at 3 months after inclusion, 8 days after the putative luteinizing hormone surge",
1229988307,false,finalized,3,5/4/2017 11:25:35,"","time
time
time", time,,time in culture  ,"7 days, 14 days, 48 hours, 6, 72",
1229988308,false,finalized,3,5/4/2017 11:31:17,"","time
time
time", time,,time (incubation)  ,"7 hrs, control, 24 hrs",
1229988309,false,finalized,7,5/4/2017 11:43:00,"","time
treatment
treatment
time
time
time
time", treatment,,time of tamoxifen treatment  ,"7 months of tamoxifen treatment in vivo, 8 months of tamoxifen treatment in vivo, from 7 to 8 months of tamoxifen treatment in vivo, 9 months of tamoxifen treatment in vivo, 10 months of tamoxifen treatment in vivo",
1229988310,false,finalized,5,5/4/2017 11:43:01,"","time
treatment
time
time
time", time,,time of tamoxifen treatment  ,"7 months of tamoxifen treatment in vivo, 8 months of tamoxifen treatment in vivo, from, 7 to 8 months of tamoxifen treatment in vivo, 9 months of tamoxifen treatment in vivo, 10 months of tamoxifen treatment in vivo",
1229988311,false,finalized,3,5/4/2017 11:32:22,"","time
time
time", age,,age diet commenced ,7 weeks,
1229988312,false,finalized,3,5/4/2017 11:28:59,"","time
time
time", age,,age high salt diet commenced ,7 weeks,
1229988313,false,finalized,3,5/4/2017 11:27:39,"","time
time
time", age,,age put on diet ,7 weeks,
1229988314,false,finalized,3,5/4/2017 11:44:31,"","time
time
time", age,,age at irradiation ,"7 weeks, 3 weeks, non-irradiated",
1229988315,false,finalized,3,5/4/2017 11:35:41,"","time
time
time", age,,age at start ,"7 weeks, 9 weeks, 10 weeks",
1229988316,false,finalized,7,5/4/2017 12:02:13,"","time
treatment
treatment
time
time
time
time", treatment,,day of dss treatment  ,"7, 0",
1229988317,false,finalized,3,5/4/2017 11:30:04,"","time
time
time", time,,expression time hours  ,"7, 10",
1229988318,false,finalized,3,5/4/2017 11:41:02,"","time
time
time", time,,time after lesion (days)  ,"7, 3, 21, 40, 0",
1229988319,false,finalized,3,5/4/2017 11:19:46,"","time
time
time", age,,age (month) at surgery ,"7, 8, 6, 3, 23",
1229988320,false,finalized,5,5/4/2017 11:42:30,"","gendersex
time
time
time
time", age,,age induced (days) ,"7, 8, 9, 5",
1229988321,false,finalized,3,5/4/2017 11:35:44,"","time
time
time", time,,metastasis time (month)  ,"7.121661721, 26.50840752, 11.53972964, 27.4975272, 1.153972964",
1229988322,false,finalized,3,5/4/2017 11:39:43,"","time
time
time", time,,os time  ,"7.94, 2.86, 271, 1.18, 7.43",
1229988323,false,finalized,3,5/4/2017 11:29:06,"","time
time
time", age,,agegroupatsampledraw ,"70 to 75, 55 to 60, 60 to 65, 65 to 70, over 75",
1229988324,false,finalized,3,5/4/2017 11:23:25,"","time
time
time", time,,fu time  ,"70.08, 62.85, 6.54",
1229988325,false,finalized,7,5/4/2017 11:46:10,unsure,"time
disease
time
dontknow
time
time
gendersex", age,,onset of age ,"71, 65, 64, 76, 60",
1229988326,false,finalized,5,5/4/2017 11:41:17,"","time
time
gendersex
time
time", age,,age at operation (yrs) ,"71.1, 70.5, 69.8, 56, 68.1",
1229988327,false,finalized,3,5/4/2017 11:23:00,"","genotype
genotype
genotype", genotype,,backgroud genotype  ,717-1b4,
1229988328,false,finalized,7,5/4/2017 11:44:06,nofit,"time
dontknow
time
time
time
time
time", age,,age seedlings ,"72 hag, 78 hag, 74 hag",
1229988329,false,finalized,3,5/4/2017 11:40:14,"","time
time
time", time,,culture time (hrs)  ,"72, 12, 6, 192, 0",
1229988330,false,finalized,3,5/4/2017 11:28:22,"","time
time
time", time,,time after transfection (hr)  ,"72, 48, 96, 24",
1229988331,false,finalized,3,5/4/2017 11:33:21,"","time
time
time", age,,age at presentation ,"72, 50, 70, 69, 66",
1229988332,false,finalized,3,5/4/2017 11:37:39,"","time
time
time", age,,baseline age (years) ,"72, 67, 57, 76, 50",
1229988333,false,finalized,3,5/4/2017 11:40:51,"","treatment
treatment
treatment", treatment,,dac treatment  ,"72h no treatment, 72h 1__m dac treatment",
1229988334,false,finalized,3,5/4/2017 11:38:15,"","time
time
time", time,,time since wetting  ,"73.9 hr, 35.5 hr, 11.5 hr, 9 hr, 22 hr",
1229988335,false,finalized,7,5/4/2017 11:48:55,info,"time
time
dontknow
time
time
time
time", age,,age (years) ,"74, 62, 76, 83, 45",
1229988336,false,finalized,6,5/4/2017 11:43:12,"","time
gendersex
time
time
time
time", age,,age [years / days] ,76 / 197,
1229988337,false,finalized,3,5/4/2017 11:37:31,"","time
time
time", age,,age at start therapy ,"76, 54, 64, 80, 51",
1229988338,false,finalized,5,5/4/2017 11:48:39,"","time
time
gendersex
time
time", age,,age (yr) ,"76, 74, 75, 28, 77",
1229988339,false,finalized,3,5/4/2017 11:31:19,"","time
time
time", time,,time (post-inoculation)  ,"78 h, 174 h, 198 h, 6 h, 102 h",
1229988340,false,finalized,3,5/4/2017 11:31:22,"","time
time
time", age,,op bone age ,"78 years  sexfemale, 74 years  sexfemale, 87 years  sexfemale",
1229988341,false,finalized,6,5/4/2017 11:40:48,"","time
time
gendersex
time
time
time", age,,subject age (years) ,"78, 68, 73, 48, 80",
1229988342,false,finalized,3,5/4/2017 11:31:27,"","time
time
time", age,,age at death (years) ,"78, 70, 69, 88, 81",
1229988343,false,finalized,3,5/4/2017 11:32:54,"","time
time
time", age,,age at enrollment (years) ,"79, 83, 73, 71, 77",
